"","Codes","Description","unit","Periodicity","start","last.value","source"
"10155","ST_1390054","113941 - MASSAS PREPARADAS E CONGELADAS","indice","M","01/01/1999","12/01/2015","FGV|IBRE"
"10156","ST_1390056","1141 - G?NEROS ALIMENT?CIOS DIET / LIGHT","indice","M","01/01/2004","12/01/2015","FGV|IBRE"
"10157","ST_1390058","114110 - REFRIGERANTE LIGHT / DIET","indice","M","01/01/2004","12/01/2015","FGV|IBRE"
"10158","ST_1390060","114116 - P?O DE FORMA DIET / LIGHT","indice","M","01/02/2012","12/01/2015","FGV|IBRE"
"10159","ST_1390062","12 - ALIMENTA??O FORA ","indice","M","01/01/1990","04/01/2016","FGV|IBRE"
"10160","ST_1390064","1201 - RESTAURANTES ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10161","ST_1390066","120101 - REFEI??ES EM BARES E RESTAURANTES","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10162","ST_1390068","1203 - BARES E LANCHONETES ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10163","ST_1390070","120301 - DOCES E SALGADOS","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10164","ST_1390072","120309 - SANDU?CHES","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10165","ST_1390074","120311 - SORVETES FORA DE CASA","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10166","ST_1390076","120314 - CAF? DA MANH?","indice","M","01/01/2004","12/01/2015","FGV|IBRE"
"10167","ST_1390078","1207 - BEBIDAS ALCO?LICAS E N?O ALCO?LICAS","indice","M","01/02/2012","12/01/2015","FGV|IBRE"
"10168","ST_1390080","120701 - SUCOS DE FRUTAS FORA DE CASA","indice","M","01/02/2012","12/01/2015","FGV|IBRE"
"10169","ST_1390082","120703 - CAFEZINHO","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10170","ST_1390084","120705 - REFRIGERANTES E ?GUA MINERAL FORA DE CASA","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10171","ST_1390086","120707 - CERVEJAS E CHOPPS","indice","M","01/01/1994","12/01/2015","FGV|IBRE"
"10172","ST_1390088","2 - HABITA??O ","indice","M","01/01/1990","04/01/2016","FGV|IBRE"
"10173","ST_1390090","21 - ALUGUEL E ENCARGOS ","indice","M","01/01/1990","04/01/2016","FGV|IBRE"
"10174","ST_1390092","2101 - ALUGUEL E CONDOM?NIO ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10175","ST_1390094","210101 - ALUGUEL RESIDENCIAL ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10176","ST_1390096","210103 - CONDOM?NIO RESIDENCIAL ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10177","ST_1390098","22 - SERVI?OS P?BLICOS DE RESID?NCIA ","indice","M","01/01/1990","04/01/2016","FGV|IBRE"
"10178","ST_1390100","2201 - SERVI?OS P?BLICOS DE RESID?NCIA","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10179","ST_1390102","220101 - TARIFA DE ELETRICIDADE RESIDENCIAL","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10180","ST_1390104","220103 - G?S DE BUJ?O","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10181","ST_1390106","220105 - TARIFA DE G?S ENCANADO","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10182","ST_1390108","220111 - TAXA DE ?GUA E ESGOTO RESIDENCIAL","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10183","ST_1390110","23 - MOBILI?RIO ","indice","M","01/01/1990","04/01/2016","FGV|IBRE"
"10184","ST_1390112","2301 - M?VEIS ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10185","ST_1390114","230111 - M?VEIS PARA RESID?NCIA ","indice","M","01/01/1999","12/01/2015","FGV|IBRE"
"10186","ST_1390116","2307 - COLCH?ES ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10187","ST_1390118","230703 - COLCH?ES E COLCHONETES","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10188","ST_1390120","24 - ROUPAS DE CAMA, MESA E BANHO ","indice","M","01/01/1990","04/01/2016","FGV|IBRE"
"10189","ST_1390122","2401 - ROUPAS DE CAMA, MESA E BANHO ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10190","ST_1390124","240103 - LEN?OL E FRONHA","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10191","ST_1390126","240105 - TOALHAS EM GERAL","indice","M","01/01/1994","12/01/2015","FGV|IBRE"
"10192","ST_1390128","25 - ELETRODOM?STICOS E EQUIPAMENTOS ","indice","M","01/01/1990","04/01/2016","FGV|IBRE"
"10193","ST_1390130","2501 - ELETRODOM?STICOS ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10194","ST_1390132","250123 - GELADEIRA E FREEZER","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10195","ST_1390134","250129 - M?QUINA DE LAVAR ROUPAS ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10196","ST_1390136","250145 - FOG?O","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10197","ST_1390138","250147 - FORNO EL?TRICO E DE MICRO-ONDAS","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10198","ST_1390140","2503 - EQUIPAMENTOS ELETR?NICOS ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10199","ST_1390142","250301 - APARELHO DE SOM ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10200","ST_1390144","250305 - V?DEO GAME","indice","M","01/01/1994","12/01/2015","FGV|IBRE"
"10201","ST_1390146","250317 - APARELHO DE TV","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10202","ST_1390148","250319 - COMPUTADOR E PERIF?RICOS ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10203","ST_1390150","250326 - APARELHO TELEF?NICO CELULAR","indice","M","01/01/2004","12/01/2015","FGV|IBRE"
"10204","ST_1390152","250329 - APARELHO DE DVD E BLU-RAY","indice","M","01/01/2004","12/01/2015","FGV|IBRE"
"10205","ST_1390154","250331 - M?QUINA DE FOTOGRAFAR E FILMAR","indice","M","01/01/1999","12/01/2015","FGV|IBRE"
"10206","ST_1390156","26 - UTENS?LIOS DIVERSOS ","indice","M","01/01/1990","04/01/2016","FGV|IBRE"
"10207","ST_1390158","2601 - ARTIGOS DE DECORA??O ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10208","ST_1390160","260101 - CORTINA","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10209","ST_1390162","260115 - TAPETE","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10210","ST_1390164","2603 - LOU?AS E PANELAS ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10211","ST_1390166","260309 - PANELAS EM GERAL ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10212","ST_1390168","260317 - TALHERES","indice","M","01/02/2012","12/01/2015","FGV|IBRE"
"10213","ST_1390170","260319 - PRATOS DE LOU?A","indice","M","01/02/2012","12/01/2015","FGV|IBRE"
"10214","ST_1390172","2605 - OUTROS UTENS?LIOS DOM?STICOS ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10215","ST_1390174","260511 - GARRAFA T?RMICA","indice","M","01/02/2012","12/01/2015","FGV|IBRE"
"10216","ST_1390176","260525 - PILHA","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10217","ST_1390178","27 - ARTIGOS DE CONSERVA??O E REPARO ","indice","M","01/01/1990","04/01/2016","FGV|IBRE"
"10218","ST_1390180","2701 - MATERIAL PARA LIMPEZA ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10219","ST_1390182","270101 - ?GUA SANIT?RIA ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10220","ST_1390184","270105 - AMACIANTE","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10221","ST_1390186","270113 - DETERGENTE","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10222","ST_1390188","270137 - SAB?O EM P? ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10223","ST_1390190","2703 - MATERIAL PARA PINTURA ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10224","ST_1390192","270303 - MATERIAL DE PINTURA","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10225","ST_1390194","2705 - MATERIAL HIDR?ULICO ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10226","ST_1390196","270501 - MATERIAL HIDR?ULICO ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10227","ST_1390198","2707 - MATERIAL EL?TRICO ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10228","ST_1390200","270703 - L?MPADA","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10229","ST_1390202","270705 - MATERIAL EL?TRICO - DIVERSOS","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10230","ST_1390204","2711 - MATERIAL PARA REPAROS DE RESID?NCIA ","indice","M","01/01/1999","12/01/2015","FGV|IBRE"
"10231","ST_1390206","271101 - MATERIAL PARA REPAROS DE RESID?NCIA ","indice","M","01/01/1999","12/01/2015","FGV|IBRE"
"10232","ST_1390208","28 - SERVI?OS DE RESID?NCIA ","indice","M","01/01/1990","04/01/2016","FGV|IBRE"
"10233","ST_1390210","2801 - EMPREGADOS DOM?STICOS","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10234","ST_1390212","280101 - EMPREGADA DOM?STICA DIARISTA","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10235","ST_1390214","280103 - EMPREGADA DOM?STICA MENSALISTA","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10236","ST_1390216","2803 - OUTROS SERVI?OS DE RESID?NCIA ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10237","ST_1390218","280307 - CONSERTO DE ELETRODOM?STICOS","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10238","ST_1390220","2805 - M?O DE OBRA PARA REPAROS EM RESID?NCIA","indice","M","01/02/2012","12/01/2015","FGV|IBRE"
"10239","ST_1390222","280501 - M?O DE OBRA PARA REPAROS EM RESID?NCIA","indice","M","01/01/1999","12/01/2015","FGV|IBRE"
"10240","ST_1390224","3 - VESTU?RIO ","indice","M","01/01/1990","04/01/2016","FGV|IBRE"
"10241","ST_1390226","31 - ROUPAS ","indice","M","01/01/1990","04/01/2016","FGV|IBRE"
"10242","ST_1390228","3101 - ROUPAS MASCULINAS ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10243","ST_1390230","310101 - BERMUDA MASCULINA ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10244","ST_1390232","310103 - TERNO E BLAZER MASCULINO ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10245","ST_1390234","310105 - CAL?A COMPRIDA MASCULINA ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10246","ST_1390236","310111 - CAMISA MASCULINA ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10247","ST_1390238","310115 - AGASALHO MASCULINO","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10248","ST_1390240","310117 - ROUPA ?NTIMA MASCULINA","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10249","ST_1390242","3103 - ROUPAS FEMININAS ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10250","ST_1390244","310307 - BLUSA FEMININA ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10251","ST_1390246","310309 - CAL?A COMPRIDA FEMININA ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10252","ST_1390248","310313 - ROUPA ?NTIMA FEMININA","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10253","ST_1390250","310319 - AGASALHO FEMININO","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10254","ST_1390252","310331 - VESTIDO E SAIA","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10255","ST_1390254","3105 - ROUPAS INFANTIS ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10256","ST_1390256","310501 - AGASALHO INFANTIL ","indice","M","01/01/2004","12/01/2015","FGV|IBRE"
"10257","ST_1390258","310503 - BERMUDA INFANTIL ","indice","M","01/01/2004","12/01/2015","FGV|IBRE"
"10258","ST_1390260","310505 - BLUSA DE MALHA INFANTIL","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10259","ST_1390262","310507 - CAL?A INFANTIL ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10260","ST_1390264","310513 - ROUPA INFANTIL PARA PR?TICA ESPORTIVA","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10261","ST_1390266","310517 - VESTIDO E SAIA INFANTIL","indice","M","01/01/2004","12/01/2015","FGV|IBRE"
"10262","ST_1390268","310525 - ROUPA ?NTIMA INFANTIL","indice","M","01/02/2012","12/01/2015","FGV|IBRE"
"10263","ST_1390270","32 - CAL?ADOS ","indice","M","01/01/1990","04/01/2016","FGV|IBRE"
"10264","ST_1390272","3201 - CAL?ADOS MASCULINOS ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10265","ST_1390274","320105 - SAPATO MASCULINO","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10266","ST_1390276","320107 - T?NIS MASCULINO","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10267","ST_1390278","3203 - CAL?ADOS FEMININOS ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10268","ST_1390280","320303 - SAND?LIA FEMININA","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10269","ST_1390282","320305 - T?NIS FEMININO","indice","M","01/01/1999","12/01/2015","FGV|IBRE"
"10270","ST_1390284","320307 - SAPATO FEMININO","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10271","ST_1390286","3205 - CAL?ADOS INFANTIS ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10272","ST_1390288","320511 - T?NIS INFANTIL ","indice","M","01/01/2004","12/01/2015","FGV|IBRE"
"10273","ST_1390290","33 - ACESS?RIOS DO VESTU?RIO ","indice","M","01/01/1990","04/01/2016","FGV|IBRE"
"10274","ST_1390292","3301 - REL?GIOS E BIJUTERIAS","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10275","ST_1390294","330101 - BIJUTERIAS EM GERAL ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10276","ST_1390296","330105 - REL?GIO","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10277","ST_1390298","3303 - CINTOS E BOLSAS ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10278","ST_1390300","330301 - CINTO E BOLSA","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10279","ST_1390302","35 - SERVI?OS DO VESTU?RIO ","indice","M","01/01/1990","04/01/2016","FGV|IBRE"
"10280","ST_1390304","3501 - SERVI?OS DE CONFEC??O ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10281","ST_1390306","350101 - ALFAIATE E COSTUREIRA","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10282","ST_1390308","3503 - CONSERVA??O DO VESTU?RIO ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10283","ST_1390310","350301 - TINTURARIA E LAVANDERIA ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10284","ST_1390312","4 - SA?DE E CUIDADOS PESSOAIS ","indice","M","01/01/1990","04/01/2016","FGV|IBRE"
"10285","ST_1390314","41 - SERVI?OS DE SA?DE ","indice","M","01/01/1990","04/01/2016","FGV|IBRE"
"10286","ST_1390316","4101 - HOSPITAIS E LABORAT?RIOS ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10287","ST_1390318","410103 - EXAME DE LABORAT?RIO","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10288","ST_1390320","410105 - EXAMES RADIOL?GICOS E DIAGN?STICOS POR IMAGEM","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10289","ST_1390322","4103 - M?DICO, DENTISTA E OUTROS ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10290","ST_1390324","410301 - DENTISTA","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10291","ST_1390326","410305 - M?DICO","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10292","ST_1390328","410307 - PSIC?LOGO","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10293","ST_1390330","410309 - PLANO E SEGURO DE SA?DE ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10294","ST_1390332","410319 - OUTROS PROFISSIONAIS DE SA?DE","indice","M","01/01/1999","12/01/2015","FGV|IBRE"
"10295","ST_1390334","42 - PRODUTOS M?DICO-ODONTOL?GICOS ","indice","M","01/01/1990","04/01/2016","FGV|IBRE"
"10296","ST_1390336","4201 - MEDICAMENTOS EM GERAL ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10297","ST_1390338","420105 - GASTROPROTETOR","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10298","ST_1390340","420107 - PSICOTR?PICO E ANOREX?GENO","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10299","ST_1390342","420111 - ANALG?SICO E ANTIT?RMICO ","indice","M","01/01/1999","12/01/2015","FGV|IBRE"
"10300","ST_1390344","420114 - ANTIINFLAMAT?RIO E ANTIBI?TICO","indice","M","01/01/1999","12/01/2015","FGV|IBRE"
"10301","ST_1390346","420115 - ANTIGRIPAL E ANTITUSS?GENO","indice","M","01/01/1999","12/01/2015","FGV|IBRE"
"10302","ST_1390348","420116 - ANTIAL?RGICO E BRONCODILATADOR","indice","M","01/01/1999","12/01/2015","FGV|IBRE"
"10303","ST_1390350","420117 - VASODILATADOR PARA PRESS?O ARTERIAL ","indice","M","01/01/1999","12/01/2015","FGV|IBRE"
"10304","ST_1390352","420118 - CALMANTE E ANTIDEPRESSIVO ","indice","M","01/01/1999","12/01/2015","FGV|IBRE"
"10305","ST_1390354","420123 - ANTICONCEPCIONAL ","indice","M","01/01/1999","12/01/2015","FGV|IBRE"
"10306","ST_1390356","420125 - DERMATOL?GICO","indice","M","01/01/1999","12/01/2015","FGV|IBRE"
"10307","ST_1390358","420126 - VITAMINA E FORTIFICANTE","indice","M","01/01/1999","12/01/2015","FGV|IBRE"
"10308","ST_1390360","420133 - REM?DIO PARA DIABETE","indice","M","01/02/2012","12/01/2015","FGV|IBRE"
"10309","ST_1390362","4203 - APARELHOS M?DICO-ODONTOL?GICOS ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10310","ST_1390364","420301 - APARELHO DENT?RIO ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10311","ST_1390366","420303 - ?CULOS E LENTES","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10312","ST_1390368","4205 - PRODUTOS FARMAC?UTICOS","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10313","ST_1390370","420501 - ALGOD?O E COTONETE ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10314","ST_1390372","420509 - PRESERVATIVO E LUBRIFICANTE","indice","M","01/02/2012","12/01/2015","FGV|IBRE"
"10315","ST_1390374","43 - CUIDADOS PESSOAIS ","indice","M","01/01/1990","04/01/2016","FGV|IBRE"
"10316","ST_1390376","4301 - ARTIGOS DE HIGIENE E CUIDADO PESSOAL ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10317","ST_1390378","430101 - ABSORVENTE HIGI?NICO","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10318","ST_1390380","430105 - ARTIGO DE MAQUILAGEM","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10319","ST_1390382","430109 - CREME DENTAL ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10320","ST_1390384","430113 - PROTETORES PARA A PELE","indice","M","01/02/2012","12/01/2015","FGV|IBRE"
"10321","ST_1390386","430119 - ESMALTE PARA UNHA ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10322","ST_1390388","430125 - PAPEL HIGI?NICO ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10323","ST_1390390","430127 - PERFUME","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10324","ST_1390392","430131 - SABONETE ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10325","ST_1390394","430133 - SHAMPOO, CONDICIONADOR E CREME","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10326","ST_1390396","4303 - SERVI?OS DE CUIDADOS PESSOAIS ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10327","ST_1390398","430301 - BARBEARIA ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10328","ST_1390400","430303 - SAL?O DE BELEZA ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10329","ST_1390402","5 - EDUCA??O, LEITURA E RECREA??O ","indice","M","01/01/1990","04/01/2016","FGV|IBRE"
"10330","ST_1390404","51 - EDUCA??O ","indice","M","01/01/1990","04/01/2016","FGV|IBRE"
"10331","ST_1390406","5101 - CURSOS FORMAIS ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10332","ST_1390408","510101 - CURSO DE ENSINO FUNDAMENTAL","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10333","ST_1390410","510103 - CURSO DE ENSINO M?DIO","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10334","ST_1390412","510105 - CURSO DE EDUCA??O INFANTIL (PR?-ESCOLAR)","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10335","ST_1390414","510107 - CURSO  DE ENSINO SUPERIOR","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10336","ST_1390416","510155 - CURSO DE P?S-GRADUA??O","indice","M","01/02/2012","12/01/2015","FGV|IBRE"
"10337","ST_1390418","5103 - CURSOS N?O FORMAIS ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10338","ST_1390420","510303 - CURSO DE INFORM?TICA ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10339","ST_1390422","510304 - CURSO PREPARAT?RIO - VESTIBULAR/CONCURSO","indice","M","01/01/2004","12/01/2015","FGV|IBRE"
"10340","ST_1390424","510305 - CURSO DE L?NGUA ESTRANGEIRA","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10341","ST_1390426","510319 - CURSOS DIVERSOS","indice","M","01/02/2012","12/01/2015","FGV|IBRE"
"10342","ST_1390428","5105 -  MATERIAL ESCOLAR E LIVROS EM GERAL ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10343","ST_1390430","510503 - MATERIAL ESCOLAR (EXCLUSIVE LIVROS) ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10344","ST_1390432","510513 - LIVROS N?O DID?TICOS","indice","M","01/02/2012","12/01/2015","FGV|IBRE"
"10345","ST_1390434","510515 - LIVROS DID?TICOS","indice","M","01/02/2012","12/01/2015","FGV|IBRE"
"10346","ST_1390436","52 - LEITURA ","indice","M","01/01/1990","04/01/2016","FGV|IBRE"
"10347","ST_1390438","5201 - JORNAIS E REVISTAS","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10348","ST_1390440","520101 - JORNAL","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10349","ST_1390442","520105 - REVISTA EM GERAL","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10350","ST_1390444","53 - RECREA??O ","indice","M","01/01/1990","04/01/2016","FGV|IBRE"
"10351","ST_1390446","5301 - BRINQUEDOS E ARTIGOS ESPORTIVOS ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10352","ST_1390448","530107 - BONECA","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10353","ST_1390450","530113 - JOGOS PARA RECREA??O","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10354","ST_1390452","530129 - ARTIGOS ESPORTIVOS","indice","M","01/02/2012","12/01/2015","FGV|IBRE"
"10355","ST_1390454","5303 - INSTRUMENTOS MUSICAIS ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10356","ST_1390456","530317 - INSTRUMENTO MUSICAL","indice","M","01/01/1999","12/01/2015","FGV|IBRE"
"10357","ST_1390458","5305 - FOTOGRAFIA ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10358","ST_1390460","530505 - REVELA??O DE FOTO ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10359","ST_1390462","5307 - DVD / CD","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10360","ST_1390464","530755 - DVD / CD","indice","M","01/01/1994","12/01/2015","FGV|IBRE"
"10361","ST_1390466","5309 - SALAS DE ESPET?CULO ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10362","ST_1390468","530903 - CINEMA","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10363","ST_1390470","530905 - SHOW MUSICAL ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10364","ST_1390472","5311 - CULTURA F?SICA ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10365","ST_1390474","531103 - ACADEMIA DE GIN?STICA ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10366","ST_1390476","5313 - CLUBES E PARQUES ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10367","ST_1390478","531301 - CLUBE DE RECREA??O","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10368","ST_1390480","5315 - PASSEIOS E F?RIAS ","indice","M","01/01/1994","12/01/2015","FGV|IBRE"
"10369","ST_1390482","531501 - HOTEL","indice","M","01/01/1994","12/01/2015","FGV|IBRE"
"10370","ST_1390484","531505 - PASSAGEM A?REA","indice","M","01/01/1994","12/01/2015","FGV|IBRE"
"10371","ST_1390486","531509 - EXCURS?O E TOUR","indice","M","01/01/1994","12/01/2015","FGV|IBRE"
"10372","ST_1390488","6 - TRANSPORTES ","indice","M","01/01/1990","04/01/2016","FGV|IBRE"
"10373","ST_1390490","61 - TRANSPORTE P?BLICO ","indice","M","01/01/1990","04/01/2016","FGV|IBRE"
"10374","ST_1390492","6101 - TRANSPORTE P?BLICO URBANO ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10375","ST_1390494","610103 - TARIFA DE  METR?","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10376","ST_1390496","610105 - TARIFA DE ?NIBUS URBANO","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10377","ST_1390498","610107 - TARIFA DE T?XI","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10378","ST_1390500","610109 - TRANSPORTE ESCOLAR ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10379","ST_1390502","610111 - TARIFA DE TREM URBANO","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10380","ST_1390504","6103 - TRANSPORTE P?BLICO INTERURBANO ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10381","ST_1390506","610303 - TARIFA DE ?NIBUS INTERURBANO","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10382","ST_1390508","62 - TRANSPORTE PR?PRIO ","indice","M","01/01/1990","04/01/2016","FGV|IBRE"
"10383","ST_1390510","6201 - VE?CULOS ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10384","ST_1390512","620101 - AUTOM?VEL NOVO ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
"10385","ST_1390514","620103 - AUTOM?VEL USADO ","indice","M","01/01/1990","12/01/2015","FGV|IBRE"
